"","ORDER","FAMILY","SPECIES","DR100"
"5643","ANURA","Ptychadenidae","Ptychadena subpunctata",0.025345328
"5644","ANURA","Ptychadenidae","Ptychadena superciliaris",0.034527807
"5645","ANURA","Ptychadenidae","Ptychadena taenioscelis",0.032732159
"5646","ANURA","Ptychadenidae","Ptychadena tellinii",0.029924678
"5647","ANURA","Ptychadenidae","Ptychadena tournieri",0.032313205
"5648","ANURA","Ptychadenidae","Ptychadena trinodis",0.01522598
"5649","ANURA","Ptychadenidae","Ptychadena upembae",0.035134761
"5650","ANURA","Ptychadenidae","Ptychadena uzungwensis",0.038994884
"5651","ANURA","Ptychadenidae","Ptychadena wadei",0.029346423
"5652","ANURA","Pyxicephalidae","Amietia amieti",0.063486335
"5653","ANURA","Pyxicephalidae","Amietia angolensis",0.04031872
"5654","ANURA","Pyxicephalidae","Amietia desaegeri",0.048963904
"5655","ANURA","Pyxicephalidae","Amietia fuscigula",0.044147378
"5656","ANURA","Pyxicephalidae","Amietia inyangae",0.045053873
"5657","ANURA","Pyxicephalidae","Amietia johnstoni",0.039574922
"5658","ANURA","Pyxicephalidae","Amietia lubrica",0.054603848
"5659","ANURA","Pyxicephalidae","Amietia poyntoni",0.059726005
"5660","ANURA","Pyxicephalidae","Amietia quecketti",0.037532448
"5661","ANURA","Pyxicephalidae","Amietia ruwenzorica",0.043927474
"5662","ANURA","Pyxicephalidae","Amietia tenuoplicata",0.051670495
"5663","ANURA","Pyxicephalidae","Amietia umbraculata",0.043324808
"5664","ANURA","Pyxicephalidae","Amietia vandijki",0.042584653
"5665","ANURA","Pyxicephalidae","Amietia vertebralis",0.042168237
"5666","ANURA","Pyxicephalidae","Amietia viridireticulata",0.063816447
"5667","ANURA","Pyxicephalidae","Amietia wittei",0.058416607
"5668","ANURA","Pyxicephalidae","Anhydrophryne hewitti",0.03961314
"5669","ANURA","Pyxicephalidae","Anhydrophryne ngongoniensis",0.036653881
"5670","ANURA","Pyxicephalidae","Anhydrophryne rattrayi",0.025205116
"5671","ANURA","Pyxicephalidae","Arthroleptella bicolor",0.045113427
"5672","ANURA","Pyxicephalidae","Arthroleptella drewesii",0.043138539
"5673","ANURA","Pyxicephalidae","Arthroleptella landdrosia",0.047065638
"5674","ANURA","Pyxicephalidae","Arthroleptella lightfooti",0.052579234
"5675","ANURA","Pyxicephalidae","Arthroleptella rugosa",0.045679702
"5676","ANURA","Pyxicephalidae","Arthroleptella subvoce",0.043444292
"5677","ANURA","Pyxicephalidae","Arthroleptella villiersi",0.052401293
"5678","ANURA","Pyxicephalidae","Aubria masako",0.02857831
"5679","ANURA","Pyxicephalidae","Aubria occidentalis",0.022230643
"5680","ANURA","Pyxicephalidae","Aubria subsigillata",0.022086913
"5681","ANURA","Pyxicephalidae","Cacosternum aggestum",0.050995153
"5682","ANURA","Pyxicephalidae","Cacosternum australis",0.047728054
"5683","ANURA","Pyxicephalidae","Cacosternum boettgeri",0.038369699
"5684","ANURA","Pyxicephalidae","Cacosternum capense",0.035629122
"5685","ANURA","Pyxicephalidae","Cacosternum karooicum",0.04525342
"5686","ANURA","Pyxicephalidae","Cacosternum kinangopensis",0.055605846
"5687","ANURA","Pyxicephalidae","Cacosternum leleupi",0.051286102
"5688","ANURA","Pyxicephalidae","Cacosternum namaquense",0.04254145
"5689","ANURA","Pyxicephalidae","Cacosternum nanogularum",0.046115925
"5690","ANURA","Pyxicephalidae","Cacosternum nanum",0.049914187
"5691","ANURA","Pyxicephalidae","Cacosternum parvum",0.043606646
"5692","ANURA","Pyxicephalidae","Cacosternum platys",0.04452788
"5693","ANURA","Pyxicephalidae","Cacosternum plimptoni",0.050908145
"5694","ANURA","Pyxicephalidae","Cacosternum poyntoni",0.046554462
"5695","ANURA","Pyxicephalidae","Cacosternum rhythmum",0.038030359
"5696","ANURA","Pyxicephalidae","Cacosternum striatum",0.047146083
"5697","ANURA","Pyxicephalidae","Microbatrachella capensis",0.046970169
"5698","ANURA","Pyxicephalidae","Natalobatrachus bonebergi",0.046481708
"5699","ANURA","Pyxicephalidae","Nothophryne broadleyi",0.045123253
"5700","ANURA","Pyxicephalidae","Poyntonia paludicola",0.042859544
"5701","ANURA","Pyxicephalidae","Pyxicephalus adspersus",0.031681619
"5702","ANURA","Pyxicephalidae","Pyxicephalus angusticeps",0.023340628
"5703","ANURA","Pyxicephalidae","Pyxicephalus edulis",0.032693988
"5704","ANURA","Pyxicephalidae","Pyxicephalus obbianus",0.024840732
"5705","ANURA","Pyxicephalidae","Strongylopus bonaespei",0.047362705
"5706","ANURA","Pyxicephalidae","Strongylopus fasciatus",0.038100416
"5707","ANURA","Pyxicephalidae","Strongylopus fuelleborni",0.042453982
"5708","ANURA","Pyxicephalidae","Strongylopus grayii",0.05086748
"5709","ANURA","Pyxicephalidae","Amietia hymenopus",0.054547892
"5710","ANURA","Pyxicephalidae","Strongylopus kilimanjaro",0.053338494
"5711","ANURA","Pyxicephalidae","Strongylopus kitumbeine",0.052657347
"5712","ANURA","Pyxicephalidae","Strongylopus merumontanus",0.044863427
"5713","ANURA","Pyxicephalidae","Strongylopus rhodesianus",0.053816574
"5714","ANURA","Pyxicephalidae","Strongylopus springbokensis",0.059512252
"5715","ANURA","Pyxicephalidae","Strongylopus wageri",0.048158592
"5716","ANURA","Pyxicephalidae","Tomopterna cryptotis",0.049554202
"5717","ANURA","Pyxicephalidae","Tomopterna damarensis",0.027145032
"5718","ANURA","Pyxicephalidae","Tomopterna delalandii",0.053512032
"5719","ANURA","Pyxicephalidae","Tomopterna elegans",0.044359047
"5720","ANURA","Pyxicephalidae","Tomopterna gallmanni",0.056897957
"5721","ANURA","Pyxicephalidae","Tomopterna kachowskii",0.042520125
"5722","ANURA","Pyxicephalidae","Tomopterna krugerensis",0.064272498
"5723","ANURA","Pyxicephalidae","Tomopterna luganga",0.053930225
"5724","ANURA","Pyxicephalidae","Tomopterna marmorata",0.062613352
"5725","ANURA","Pyxicephalidae","Tomopterna milletihorsini",0.053404257
"5726","ANURA","Pyxicephalidae","Tomopterna monticola",0.059356712
"5727","ANURA","Pyxicephalidae","Tomopterna natalensis",0.028618732
"5728","ANURA","Pyxicephalidae","Tomopterna tandyi",0.054593935
"5729","ANURA","Pyxicephalidae","Tomopterna tuberculosa",0.054998466
"5730","ANURA","Pyxicephalidae","Tomopterna wambensis",0.051413867
"5731","ANURA","Ranidae","Amolops afghanus",0.082975576
"5732","ANURA","Ranidae","Amolops akhaorum",0.061674065
"5733","ANURA","Ranidae","Amolops aniqiaoensis",0.06217838
"5734","ANURA","Ranidae","Amolops archotaphus",0.048634788
"5735","ANURA","Ranidae","Amolops assamensis",0.066524653
"5736","ANURA","Ranidae","Amolops bellulus",0.057575101
"5737","ANURA","Ranidae","Amolops caelumnoctis",0.043695618
"5738","ANURA","Ranidae","Amolops chakrataensis",0.057184417
"5739","ANURA","Ranidae","Amolops chunganensis",0.068840425
"5740","ANURA","Ranidae","Amolops compotrix",0.08634072
"5741","ANURA","Ranidae","Amolops cremnobatus",0.045455491
"5742","ANURA","Ranidae","Amolops cucae",0.053822339
"5743","ANURA","Ranidae","Amolops daiyunensis",0.049100161
"5744","ANURA","Ranidae","Amolops daorum",0.069328333
"5745","ANURA","Ranidae","Amolops formosus",0.054081033
"5746","ANURA","Ranidae","Amolops gerbillus",0.058430339
"5747","ANURA","Ranidae","Amolops granulosus",0.049667504
"5748","ANURA","Ranidae","Amolops hainanensis",0.04632004
"5749","ANURA","Ranidae","Amolops himalayanus",0.045384694
"5750","ANURA","Ranidae","Amolops hongkongensis",0.048721255
"5751","ANURA","Ranidae","Amolops indoburmanensis",0.036595091
"5752","ANURA","Ranidae","Amolops iriodes",0.071013256
"5753","ANURA","Ranidae","Amolops jaunsari",0.046726401
"5754","ANURA","Ranidae","Amolops jinjiangensis",0.04656341
"5755","ANURA","Ranidae","Amolops kangtingensis",0.054956188
"5756","ANURA","Ranidae","Amolops kaulbacki",0.044915009
"5757","ANURA","Ranidae","Amolops kohimaensis",0.067438744
"5758","ANURA","Ranidae","Amolops larutensis",0.048759245
"5759","ANURA","Ranidae","Amolops liangshanensis",0.050736763
"5760","ANURA","Ranidae","Amolops lifanensis",0.046967824
"5761","ANURA","Ranidae","Amolops loloensis",0.046874023
"5762","ANURA","Ranidae","Amolops longimanus",0.049740482
"5763","ANURA","Ranidae","Amolops mantzorum",0.055710037
"5764","ANURA","Ranidae","Amolops marmoratus",0.028121349
"5765","ANURA","Ranidae","Amolops medogensis",0.089937022
"5766","ANURA","Ranidae","Amolops mengyangensis",0.057185775
"5767","ANURA","Ranidae","Amolops minutus",0.055566859
"5768","ANURA","Ranidae","Amolops monticola",0.052782726
"5769","ANURA","Ranidae","Amolops nidorbellus",0.070171854
"5770","ANURA","Ranidae","Amolops panhai",0.037614489
"5771","ANURA","Ranidae","Amolops ricketti",0.049303175
"5772","ANURA","Ranidae","Amolops spinapectoralis",0.045615718
"5773","ANURA","Ranidae","Amolops splendissimus",0.03807361
"5774","ANURA","Ranidae","Amolops torrentis",0.052793361
"5775","ANURA","Ranidae","Amolops tuberodepressus",0.04720843
"5776","ANURA","Ranidae","Amolops viridimaculatus",0.066840066
"5777","ANURA","Ranidae","Amolops vitreus",0.059811371
"5778","ANURA","Ranidae","Amolops wuyiensis",0.049576971
"5779","ANURA","Ranidae","Nidirana adenopleura",0.07834102
"5780","ANURA","Ranidae","Babina caldwelli",0.060630549
"5781","ANURA","Ranidae","Babina chapaensis",0.061467402
"5782","ANURA","Ranidae","Nidirana daunchina",0.070813484
"5783","ANURA","Ranidae","Babina hainanensis",0.069050113
"5784","ANURA","Ranidae","Babina holsti",0.05115934
"5785","ANURA","Ranidae","Nidirana lini",0.066819337
"5786","ANURA","Ranidae","Nidirana okinavana",0.054446967
"5787","ANURA","Ranidae","Nidirana pleuraden",0.049480711
"5788","ANURA","Ranidae","Babina subaspera",0.040461272
"5789","ANURA","Ranidae","Clinotarsus alticola",0.023001973
"5790","ANURA","Ranidae","Clinotarsus curtipes",0.034298315
"5791","ANURA","Ranidae","Glandirana minima",0.034207248
"5792","ANURA","Ranidae","Huia cavitympanum",0.036876709
"5793","ANURA","Ranidae","Huia masonii",0.045260295
"5794","ANURA","Ranidae","Huia melasma",0.058854187
"5795","ANURA","Ranidae","Huia modiglianii",0.040936717
"5796","ANURA","Ranidae","Huia sumatrana",0.065692361
"5797","ANURA","Ranidae","Amnirana albolabris",0.041195333
"5798","ANURA","Ranidae","Amnirana amnicola",0.046706124
"5799","ANURA","Ranidae","Papurana arfaki",0.036211269
"5800","ANURA","Ranidae","Amnirana asperrima",0.058452848
"5801","ANURA","Ranidae","Papurana attigua",0.048403697
"5802","ANURA","Ranidae","Indosylvirana aurantiaca",0.049062683
"5803","ANURA","Ranidae","Papurana aurata",0.066659575
"5804","ANURA","Ranidae","Pulchrana banjarana",0.061927323
"5805","ANURA","Ranidae","Pulchrana baramica",0.048989809
"5806","ANURA","Ranidae","Hylarana celebensis",0.04650342
"5807","ANURA","Ranidae","Chalcorana chalconota",0.0577322
"5808","ANURA","Ranidae","Hylarana chitwanensis",0.042491069
"5809","ANURA","Ranidae","Chalcorana crassiovis",0.054191162
"5810","ANURA","Ranidae","Sylvirana cubitalis",0.048331171
"5811","ANURA","Ranidae","Papurana daemeli",0.054506109
"5812","ANURA","Ranidae","Amnirana darlingi",0.048006619
"5813","ANURA","Ranidae","Pulchrana debussyi",0.052685299
"5814","ANURA","Ranidae","Papurana elberti",0.059330088
"5815","ANURA","Ranidae","Hylarana erythraea",0.055826592
"5816","ANURA","Ranidae","Hylarana eschatia",0.049101349
"5817","ANURA","Ranidae","Sylvirana faber",0.050890606
"5818","ANURA","Ranidae","Papurana florensis",0.049373452
"5819","ANURA","Ranidae","Amnirana fonensis",0.049367093
"5820","ANURA","Ranidae","Amnirana galamensis",0.04639965
"5821","ANURA","Ranidae","Hylarana garoensis",0.063107711
"5822","ANURA","Ranidae","Papurana garritor",0.049038025
"5823","ANURA","Ranidae","Pulchrana glandulosa",0.053538156
"5824","ANURA","Ranidae","Hydrophylax gracilis",0.04548131
"5825","ANURA","Ranidae","Pulchrana grandocula",0.058770467
"5826","ANURA","Ranidae","Papurana grisea",0.055388198
"5827","ANURA","Ranidae","Sylvirana guentheri",0.044101601
"5828","ANURA","Ranidae","Hylarana hekouensis",0.0564847
"5829","ANURA","Ranidae","Humerana humeralis",0.058544485
"5830","ANURA","Ranidae","Papurana jimiensis",0.042967942
"5831","ANURA","Ranidae","Chalcorana kampeni",0.052108236
"5832","ANURA","Ranidae","Papurana kreffti",0.062498855
"5833","ANURA","Ranidae","Hylarana labialis",0.048718526
"5834","ANURA","Ranidae","Hylarana lateralis",0.054644918
"5835","ANURA","Ranidae","Pulchrana laterimaculata",0.055272459
"5836","ANURA","Ranidae","Hylarana latouchii",0.054064931
"5837","ANURA","Ranidae","Amnirana lemairei",0.062295076
"5838","ANURA","Ranidae","Hydrophylax leptoglossa",0.052108536
"5839","ANURA","Ranidae","Amnirana lepus",0.049177065
"5840","ANURA","Ranidae","Amnirana longipes",0.052100595
"5841","ANURA","Ranidae","Abavorana luctuosa",0.032422467
"5842","ANURA","Ranidae","Hylarana macrodactyla",0.056193536
"5843","ANURA","Ranidae","Chalcorana macrops",0.036303664
"5844","ANURA","Ranidae","Hydrophylax malabaricus",0.043559354
"5845","ANURA","Ranidae","Pulchrana mangyanum",0.060999156
"5846","ANURA","Ranidae","Sylvirana maosonensis",0.052576214
"5847","ANURA","Ranidae","Hylarana margariana",0.05871404
"5848","ANURA","Ranidae","Chalcorana megalonesa",0.052585392
"5849","ANURA","Ranidae","Pulchrana melanomenta",0.057758973
"5850","ANURA","Ranidae","Hylarana menglaensis",0.056725597
"5851","ANURA","Ranidae","Papurana milleti",0.044329729
"5852","ANURA","Ranidae","Papurana milneana",0.048360839
"5853","ANURA","Ranidae","Humerana miopus",0.048894711
"5854","ANURA","Ranidae","Chalcorana mocquardii",0.060744115
"5855","ANURA","Ranidae","Pulchrana moellendorffi",0.057502106
"5856","ANURA","Ranidae","Papurana moluccana",0.058061308
"5857","ANURA","Ranidae","Hylarana montivaga",0.046655338
"5858","ANURA","Ranidae","Sylvirana mortenseni",0.050295573
"5859","ANURA","Ranidae","Bijurana nicobariensis",0.041227873
"5860","ANURA","Ranidae","Sylvirana nigrovittata",0.052356255
"5861","ANURA","Ranidae","Papurana novaeguineae",0.050098766
"5862","ANURA","Ranidae","Humerana oatesii",0.055329424
"5863","ANURA","Ranidae","Amnirana occidentalis",0.058684011
"5864","ANURA","Ranidae","Papurana papua",0.032806322
"5865","ANURA","Ranidae","Amnirana parkeriana",0.047822642
"5866","ANURA","Ranidae","Chalcorana parvaccola",0.049613125
"5867","ANURA","Ranidae","Hylarana persimilis",0.06678928
"5868","ANURA","Ranidae","Pulchrana picturata",0.05644333
"5869","ANURA","Ranidae","Chalcorana raniceps",0.056044317
"5870","ANURA","Ranidae","Pulchrana rawa",0.057881713
"5871","ANURA","Ranidae","Chalcorana rufipes",0.047237604
"5872","ANURA","Ranidae","Chalcorana scutigera",0.049053123
"5873","ANURA","Ranidae","Pulchrana siberu",0.057789332
"5874","ANURA","Ranidae","Pulchrana signata",0.053511851
"5875","ANURA","Ranidae","Pulchrana similis",0.059263249
"5876","ANURA","Ranidae","Sylvirana spinulosa",0.050429834
"5877","ANURA","Ranidae","Papurana supragrisea",0.059857317
"5878","ANURA","Ranidae","Hylarana taipehensis",0.058558149
"5879","ANURA","Ranidae","Indosylvirana temporalis",0.05297421
"5880","ANURA","Ranidae","Hylarana tytleri",0.046435809
"5881","ANURA","Ranidae","Papurana volkerjane",0.059598646
"5882","ANURA","Ranidae","Papurana waliesa",0.036491217
"5883","ANURA","Ranidae","Meristogenys amoropalamus",0.028309463
"5884","ANURA","Ranidae","Meristogenys dyscritus",0.042670748
"5885","ANURA","Ranidae","Meristogenys jerboa",0.096197527
"5886","ANURA","Ranidae","Meristogenys kinabaluensis",0.025317065
"5887","ANURA","Ranidae","Meristogenys macrophthalmus",0.050461242
"5888","ANURA","Ranidae","Meristogenys maryatiae",0.054645992
"5889","ANURA","Ranidae","Meristogenys orphnocnemis",0.051325658
"5890","ANURA","Ranidae","Meristogenys phaeomerus",0.087099393
"5891","ANURA","Ranidae","Meristogenys poecilus",0.031052064
"5892","ANURA","Ranidae","Meristogenys stenocephalus",0.095807833
"5893","ANURA","Ranidae","Meristogenys stigmachilus",0.082101353
"5894","ANURA","Ranidae","Meristogenys whiteheadi",0.066407726
"5895","ANURA","Ranidae","Odorrana absita",0.061591052
"5896","ANURA","Ranidae","Odorrana amamiensis",0.080114525
"5897","ANURA","Ranidae","Odorrana andersonii",0.073295421
"5898","ANURA","Ranidae","Odorrana anlungensis",0.078637229
"5899","ANURA","Ranidae","Odorrana aureola",0.074416869
"5900","ANURA","Ranidae","Odorrana bacboensis",0.054382859
"5901","ANURA","Ranidae","Odorrana banaorum",0.095772808
"5902","ANURA","Ranidae","Odorrana bolavensis",0.04828144
"5903","ANURA","Ranidae","Odorrana chapaensis",0.076886409
"5904","ANURA","Ranidae","Odorrana chloronota",0.063863119
"5905","ANURA","Ranidae","Odorrana exiliversabilis",0.076967051
"5906","ANURA","Ranidae","Odorrana geminata",0.069783268
"5907","ANURA","Ranidae","Odorrana gigatympana",0.075465519
"5908","ANURA","Ranidae","Odorrana grahami",0.070760275
"5909","ANURA","Ranidae","Odorrana graminea",0.062036069
"5910","ANURA","Ranidae","Odorrana hainanensis",0.056814017
"5911","ANURA","Ranidae","Odorrana heatwolei",0.077203986
"5912","ANURA","Ranidae","Odorrana hejiangensis",0.072407788
"5913","ANURA","Ranidae","Odorrana hmongorum",0.086454621
"5914","ANURA","Ranidae","Odorrana hosii",0.069367383
"5915","ANURA","Ranidae","Odorrana huanggangensis",0.077112084
"5916","ANURA","Ranidae","Odorrana indeprensa",0.069783053
"5917","ANURA","Ranidae","Odorrana ishikawae",0.042771051
"5918","ANURA","Ranidae","Odorrana jingdongensis",0.080644256
"5919","ANURA","Ranidae","Odorrana junlianensis",0.085500933
"5920","ANURA","Ranidae","Odorrana khalam",0.046237823
"5921","ANURA","Ranidae","Odorrana kuangwuensis",0.090347625
"5922","ANURA","Ranidae","Odorrana leporipes",0.073345863
"5923","ANURA","Ranidae","Odorrana livida",0.047794425
"5924","ANURA","Ranidae","Odorrana lungshengensis",0.080443898
"5925","ANURA","Ranidae","Odorrana macrotympana",0.073879614
"5926","ANURA","Ranidae","Odorrana margaretae",0.087854575
"5927","ANURA","Ranidae","Odorrana mawphlangensis",0.073426904
"5928","ANURA","Ranidae","Odorrana monjerai",0.049418509
"5929","ANURA","Ranidae","Odorrana morafkai",0.087871475
"5930","ANURA","Ranidae","Odorrana nanjiangensis",0.073647582
"5931","ANURA","Ranidae","Odorrana narina",0.094869761
"5932","ANURA","Ranidae","Odorrana nasica",0.069153043
"5933","ANURA","Ranidae","Odorrana nasuta",0.075473335
"5934","ANURA","Ranidae","Odorrana orba",0.067369811
"5935","ANURA","Ranidae","Odorrana rotadora",0.07900442
"5936","ANURA","Ranidae","Odorrana schmackeri",0.078728743
"5937","ANURA","Ranidae","Odorrana sinica",0.073630429
"5938","ANURA","Ranidae","Odorrana splendida",0.074216785
"5939","ANURA","Ranidae","Odorrana supranarina",0.098664852
"5940","ANURA","Ranidae","Odorrana swinhoana",0.092211191
"5941","ANURA","Ranidae","Odorrana tianmuii",0.086445464
"5942","ANURA","Ranidae","Odorrana tiannanensis",0.088226959
"5943","ANURA","Ranidae","Odorrana tormota",0.071394014
"5944","ANURA","Ranidae","Odorrana trankieni",0.084604514
"5945","ANURA","Ranidae","Odorrana utsunomiyaorum",0.090208164
"5946","ANURA","Ranidae","Odorrana versabilis",0.081100157
"5947","ANURA","Ranidae","Odorrana wuchuanensis",0.080329249
"5948","ANURA","Ranidae","Odorrana yentuensis",0.083223943
"5949","ANURA","Ranidae","Odorrana yizhangensis",0.067384501
"5950","ANURA","Ranidae","Odorrana zhaoi",0.087085346
"5951","ANURA","Ranidae","Pelophylax bedriagae",0.072313666
"5952","ANURA","Ranidae","Pelophylax bergeri",0.076071561
"5953","ANURA","Ranidae","Pelophylax caralitanus",0.072779694
"5954","ANURA","Ranidae","Pelophylax cerigensis",0.071708759
"5955","ANURA","Ranidae","Pelophylax chosenicus",0.077366826
"5956","ANURA","Ranidae","Pelophylax cretensis",0.068752138
"5957","ANURA","Ranidae","Pelophylax cypriensis",0.071850686
"5958","ANURA","Ranidae","Pelophylax demarchii",0.070647056
"5959","ANURA","Ranidae","Pelophylax epeiroticus",0.032425301
"5960","ANURA","Ranidae","Pelophylax esculentus",0.073376896
"5961","ANURA","Ranidae","Pelophylax fukienensis",0.07523437
"5962","ANURA","Ranidae","Pelophylax grafi",0.048390883
"5963","ANURA","Ranidae","Pelophylax hispanicus",0.087462693
"5964","ANURA","Ranidae","Pelophylax hubeiensis",0.063645926
"5965","ANURA","Ranidae","Pelophylax kurtmuelleri",0.075010967
"5966","ANURA","Ranidae","Pelophylax lessonae",0.072049023
"5967","ANURA","Ranidae","Pelophylax nigromaculatus",0.074553079
"5968","ANURA","Ranidae","Pelophylax perezi",0.083956354
"5969","ANURA","Ranidae","Pelophylax plancyi",0.075429733
"5970","ANURA","Ranidae","Pelophylax porosus",0.071461973
"5971","ANURA","Ranidae","Pelophylax ridibundus",0.049908854
"5972","ANURA","Ranidae","Pelophylax saharicus",0.096984186
"5973","ANURA","Ranidae","Pelophylax shqipericus",0.08311715
"5974","ANURA","Ranidae","Pelophylax tenggerensis",0.09449194
"5975","ANURA","Ranidae","Pelophylax terentievi",0.083676343
"5976","ANURA","Ranidae","Pterorana khare",0.04139626
"5977","ANURA","Ranidae","Rana amurensis",0.077329855
"5978","ANURA","Ranidae","Lithobates areolatus",0.092727348
"5979","ANURA","Ranidae","Rana arvalis",0.060411722
"5980","ANURA","Ranidae","Rana asiatica",0.064309087
"5981","ANURA","Ranidae","Rana aurora",0.094237028
"5982","ANURA","Ranidae","Lithobates berlandieri",0.076275526
"5983","ANURA","Ranidae","Lithobates blairi",0.069635118
"5984","ANURA","Ranidae","Rana boylii",0.091460766
"5985","ANURA","Ranidae","Rana brownorum",0.096698113
"5986","ANURA","Ranidae","Lithobates bwana",0.068886285
"5987","ANURA","Ranidae","Odorrana cangyuanensis",0.068310016
"5988","ANURA","Ranidae","Lithobates capito",0.091998685
"5989","ANURA","Ranidae","Rana cascadae",0.093710134
"5990","ANURA","Ranidae","Lithobates catesbeianus",0.050619708
"5991","ANURA","Ranidae","Rana chaochiaoensis",0.084875737
"5992","ANURA","Ranidae","Rana chensinensis",0.086816166
"5993","ANURA","Ranidae","Rana chevronta",0.083809614
"5994","ANURA","Ranidae","Lithobates chichicuahutla",0.098960816
"5995","ANURA","Ranidae","Lithobates chiricahuensis",0.102113482
"5996","ANURA","Ranidae","Lithobates clamitans",0.07222554
"5997","ANURA","Ranidae","Rana coreana",0.080695524
"5998","ANURA","Ranidae","Rana culaiensis",0.062330379
"5999","ANURA","Ranidae","Rana dalmatina",0.08428776
"6000","ANURA","Ranidae","Rana draytonii",0.070301881
"6001","ANURA","Ranidae","Lithobates dunni",0.09001861
"6002","ANURA","Ranidae","Rana dybowskii",0.076333259
"6003","ANURA","Ranidae","Lithobates fisheri",0.117847668
"6004","ANURA","Ranidae","Lithobates forreri",0.083117731
"6005","ANURA","Ranidae","Rana graeca",0.076539127
"6006","ANURA","Ranidae","Lithobates grylio",0.09035043
"6007","ANURA","Ranidae","Rana hanluica",0.07806118
"6008","ANURA","Ranidae","Lithobates heckscheri",0.042487997
"6009","ANURA","Ranidae","Rana huanrensis",0.090507519
"6010","ANURA","Ranidae","Rana iberica",0.088968881
"6011","ANURA","Ranidae","Rana italica",0.076935707
"6012","ANURA","Ranidae","Rana japonica",0.089517026
"6013","ANURA","Ranidae","Rana jiemuxiensis",0.090549481
"6014","ANURA","Ranidae","Lithobates johni",0.060140209
"6015","ANURA","Ranidae","Rana johnsi",0.096871315
"6016","ANURA","Ranidae","Lithobates juliani",0.074519305
"6017","ANURA","Ranidae","Rana kobai",0.084400152
"6018","ANURA","Ranidae","Rana kukunoris",0.083831174
"6019","ANURA","Ranidae","Rana kunyuensis",0.075289103
"6020","ANURA","Ranidae","Rana latastei",0.080756436
"6021","ANURA","Ranidae","Lithobates lemosespinali",0.089734614
"6022","ANURA","Ranidae","Rana longicrus",0.067827052
"6023","ANURA","Ranidae","Rana luteiventris",0.075764897
"6024","ANURA","Ranidae","Rana macrocnemis",0.085977626
"6025","ANURA","Ranidae","Lithobates macroglossa",0.102280868
"6026","ANURA","Ranidae","Lithobates maculatus",0.098452057
"6027","ANURA","Ranidae","Lithobates magnaocularis",0.088968728
"6028","ANURA","Ranidae","Rana maoershanensis",0.074162883
"6029","ANURA","Ranidae","Lithobates megapoda",0.089728165
"6030","ANURA","Ranidae","Lithobates miadis",0.067579983
"6031","ANURA","Ranidae","Lithobates montezumae",0.09139338
"6032","ANURA","Ranidae","Rana muscosa",0.08134629
"6033","ANURA","Ranidae","Lithobates neovolcanicus",0.068178848
"6034","ANURA","Ranidae","Lithobates okaloosae",0.065282009
"6035","ANURA","Ranidae","Rana omeimontis",0.071673532
"6036","ANURA","Ranidae","Lithobates omiltemanus",0.054616788
"6037","ANURA","Ranidae","Lithobates onca",0.083519778
"6038","ANURA","Ranidae","Rana ornativentris",0.07470802
"6039","ANURA","Ranidae","Lithobates palmipes",0.07212206
"6040","ANURA","Ranidae","Lithobates palustris",0.089784132
"6041","ANURA","Ranidae","Lithobates pipiens",0.107289364
"6042","ANURA","Ranidae","Rana pirica",0.087085215
"6043","ANURA","Ranidae","Rana pretiosa",0.082845013
"6044","ANURA","Ranidae","Rana pseudodalmatina",0.087977511
"6045","ANURA","Ranidae","Lithobates psilonota",0.045970298
"6046","ANURA","Ranidae","Lithobates pueblae",0.071681699
"6047","ANURA","Ranidae","Lithobates pustulosus",0.070729293
"6048","ANURA","Ranidae","Rana pyrenaica",0.052928607
"6049","ANURA","Ranidae","Rana sakuraii",0.072277061
"6050","ANURA","Ranidae","Pseudorana sangzhiensis",0.082768717
"6051","ANURA","Ranidae","Rana sauteri",0.083812991
"6052","ANURA","Ranidae","Lithobates septentrionalis",0.103046754
"6053","ANURA","Ranidae","Lithobates sevosus",0.09003729
"6054","ANURA","Ranidae","Rana shuchinae",0.070144881
"6055","ANURA","Ranidae","Rana sierrae",0.072184569
"6056","ANURA","Ranidae","Lithobates sierramadrensis",0.073006803
"6057","ANURA","Ranidae","Lithobates spectabilis",0.087898984
"6058","ANURA","Ranidae","Lithobates sphenocephalus",0.062663566
"6059","ANURA","Ranidae","Lithobates sylvaticus",0.084716451
"6060","ANURA","Ranidae","Rana tagoi",0.079717854
"6061","ANURA","Ranidae","Lithobates tarahumarae",0.051074157
"6062","ANURA","Ranidae","Rana tavasensis",0.088560426
"6063","ANURA","Ranidae","Lithobates taylori",0.082084364
"6064","ANURA","Ranidae","Rana temporaria",0.061193138
"6065","ANURA","Ranidae","Lithobates tlaloci",0.062184111
"6066","ANURA","Ranidae","Rana tsushimensis",0.08819532
"6067","ANURA","Ranidae","Rana ulma",0.079280557
"6068","ANURA","Ranidae","Lithobates vaillanti",0.077226558
"6069","ANURA","Ranidae","Lithobates vibicarius",0.091772298
"6070","ANURA","Ranidae","Rana virgatipes",0.039653079
"6071","ANURA","Ranidae","Rana warszewitschii",0.072581205
"6072","ANURA","Ranidae","Pseudorana weiningensis",0.068661427
"6073","ANURA","Ranidae","Rana yavapaiensis",0.089888648
"6074","ANURA","Ranidae","Rana zhengi",0.10453516
"6075","ANURA","Ranidae","Rana zhenhaiensis",0.06295308
